hour_instant,dteday,hr,holiday,workingday,weathersit,temp,hum,windspeed,hour_count,instant_y,season,weekday,day_count,is_weekend,hour_to_day_ratio,time_category,temp_category
209,2011-01-09,23,0,0,1,0.12,0.5,0.194,6,9,1,0,822,Weekend,0.0072992700729927005,Off-Peak Hours,Low
210,2011-01-10,0,0,1,1,0.12,0.5,0.2836,5,10,1,1,1321,Weekday,0.003785011355034065,Off-Peak Hours,Low
211,2011-01-10,1,0,1,1,0.12,0.5,0.2836,1,10,1,1,1321,Weekday,0.000757002271006813,Off-Peak Hours,Low
212,2011-01-10,2,0,1,1,0.12,0.5,0.2239,3,10,1,1,1321,Weekday,0.002271006813020439,Off-Peak Hours,Low
213,2011-01-10,3,0,1,1,0.12,0.5,0.2239,1,10,1,1,1321,Weekday,0.000757002271006813,Off-Peak Hours,Low
214,2011-01-10,4,0,1,1,0.1,0.54,0.1343,3,10,1,1,1321,Weekday,0.002271006813020439,Off-Peak Hours,Low
215,2011-01-10,5,0,1,1,0.1,0.54,0.2537,3,10,1,1,1321,Weekday,0.002271006813020439,Off-Peak Hours,Low
216,2011-01-10,6,0,1,1,0.12,0.5,0.2836,31,10,1,1,1321,Weekday,0.023467070401211203,Off-Peak Hours,Low
217,2011-01-10,7,0,1,1,0.12,0.5,0.2239,77,10,1,1,1321,Weekday,0.0582891748675246,Peak Hours,Low
218,2011-01-10,8,0,1,2,0.12,0.5,0.2836,188,10,1,1,1321,Weekday,0.14231642694928084,Peak Hours,Low
219,2011-01-10,9,0,1,2,0.14,0.5,0.2537,94,10,1,1,1321,Weekday,0.07115821347464042,Peak Hours,Low
220,2011-01-10,10,0,1,2,0.14,0.5,0.2985,31,10,1,1,1321,Weekday,0.023467070401211203,Off-Peak Hours,Low
221,2011-01-10,11,0,1,2,0.16,0.47,0.2836,30,10,1,1,1321,Weekday,0.022710068130204392,Off-Peak Hours,Low
222,2011-01-10,12,0,1,2,0.2,0.4,0.2836,52,10,1,1,1321,Weekday,0.03936411809235428,Off-Peak Hours,Low
223,2011-01-10,13,0,1,2,0.2,0.4,0.2836,54,10,1,1,1321,Weekday,0.0408781226343679,Off-Peak Hours,Low
224,2011-01-10,14,0,1,2,0.2,0.4,0.2239,47,10,1,1,1321,Weekday,0.03557910673732021,Off-Peak Hours,Low
225,2011-01-10,15,0,1,2,0.2,0.4,0.2239,45,10,1,1,1321,Weekday,0.03406510219530658,Off-Peak Hours,Low
226,2011-01-10,16,0,1,1,0.2,0.4,0.1343,74,10,1,1,1321,Weekday,0.056018168054504165,Off-Peak Hours,Low
227,2011-01-10,17,0,1,1,0.2,0.4,0.1045,178,10,1,1,1321,Weekday,0.13474640423921272,Peak Hours,Low
228,2011-01-10,18,0,1,1,0.2,0.4,0.2239,155,10,1,1,1321,Weekday,0.11733535200605602,Peak Hours,Low
229,2011-01-10,19,0,1,1,0.16,0.47,0.1642,95,10,1,1,1321,Weekday,0.07191521574564724,Peak Hours,Low
230,2011-01-10,20,0,1,1,0.16,0.5,0.1642,74,10,1,1,1321,Weekday,0.056018168054504165,Off-Peak Hours,Low
231,2011-01-10,21,0,1,1,0.14,0.59,0.194,38,10,1,1,1321,Weekday,0.028766086298258896,Off-Peak Hours,Low
232,2011-01-10,22,0,1,1,0.14,0.59,0.1642,24,10,1,1,1321,Weekday,0.018168054504163512,Off-Peak Hours,Low
233,2011-01-10,23,0,1,1,0.14,0.59,0.1642,18,10,1,1,1321,Weekday,0.013626040878122634,Off-Peak Hours,Low
234,2011-01-11,0,0,1,1,0.14,0.59,0.1045,12,11,1,2,1263,Weekday,0.009501187648456057,Off-Peak Hours,Low
235,2011-01-11,1,0,1,1,0.14,0.59,0.1642,3,11,1,2,1263,Weekday,0.0023752969121140144,Off-Peak Hours,Low
236,2011-01-11,2,0,1,2,0.16,0.55,0.194,3,11,1,2,1263,Weekday,0.0023752969121140144,Off-Peak Hours,Low
237,2011-01-11,5,0,1,2,0.16,0.55,0.1343,6,11,1,2,1263,Weekday,0.004750593824228029,Off-Peak Hours,Low
238,2011-01-11,6,0,1,2,0.16,0.55,0.1343,27,11,1,2,1263,Weekday,0.021377672209026127,Off-Peak Hours,Low
239,2011-01-11,7,0,1,2,0.16,0.55,0.0,99,11,1,2,1263,Weekday,0.07838479809976247,Peak Hours,Low
240,2011-01-11,8,0,1,2,0.18,0.51,0.0896,217,11,1,2,1263,Weekday,0.17181314330958036,Peak Hours,Low
241,2011-01-11,9,0,1,2,0.18,0.51,0.1642,130,11,1,2,1263,Weekday,0.10292953285827396,Peak Hours,Low
242,2011-01-11,10,0,1,2,0.2,0.51,0.1642,54,11,1,2,1263,Weekday,0.04275534441805225,Off-Peak Hours,Low
243,2011-01-11,11,0,1,2,0.2,0.47,0.1343,35,11,1,2,1263,Weekday,0.027711797307996833,Off-Peak Hours,Low
244,2011-01-11,12,0,1,2,0.2,0.51,0.1045,57,11,1,2,1263,Weekday,0.04513064133016627,Off-Peak Hours,Low
245,2011-01-11,13,0,1,2,0.2,0.59,0.0896,52,11,1,2,1263,Weekday,0.04117181314330958,Off-Peak Hours,Low
246,2011-01-11,14,0,1,2,0.2,0.59,0.0896,63,11,1,2,1263,Weekday,0.0498812351543943,Off-Peak Hours,Low
247,2011-01-11,15,0,1,2,0.16,0.8,0.0896,47,11,1,2,1263,Weekday,0.03721298495645289,Off-Peak Hours,Low
248,2011-01-11,16,0,1,2,0.16,0.86,0.2239,76,11,1,2,1263,Weekday,0.060174188440221696,Off-Peak Hours,Low
249,2011-01-11,17,0,1,2,0.16,0.86,0.2239,136,11,1,2,1263,Weekday,0.10768012668250197,Peak Hours,Low
250,2011-01-11,18,0,1,3,0.16,0.93,0.1045,95,11,1,2,1263,Weekday,0.07521773555027712,Peak Hours,Low
251,2011-01-11,19,0,1,3,0.16,0.93,0.0,51,11,1,2,1263,Weekday,0.040380047505938245,Peak Hours,Low
252,2011-01-11,20,0,1,3,0.16,0.93,0.194,32,11,1,2,1263,Weekday,0.025336500395882817,Off-Peak Hours,Low
253,2011-01-11,21,0,1,3,0.16,0.86,0.0896,20,11,1,2,1263,Weekday,0.01583531274742676,Off-Peak Hours,Low
254,2011-01-11,22,0,1,3,0.16,0.93,0.1045,29,11,1,2,1263,Weekday,0.022961203483768806,Off-Peak Hours,Low
255,2011-01-11,23,0,1,3,0.16,0.93,0.0896,19,11,1,2,1263,Weekday,0.015043547110055424,Off-Peak Hours,Low
256,2011-01-12,0,0,1,2,0.16,0.86,0.0896,7,12,1,3,1162,Weekday,0.006024096385542169,Off-Peak Hours,Low
257,2011-01-12,1,0,1,2,0.16,0.86,0.1045,6,12,1,3,1162,Weekday,0.0051635111876075735,Off-Peak Hours,Low
258,2011-01-12,2,0,1,1,0.14,0.86,0.1343,1,12,1,3,1162,Weekday,0.0008605851979345956,Off-Peak Hours,Low
259,2011-01-12,5,0,1,1,0.14,0.86,0.1642,5,12,1,3,1162,Weekday,0.004302925989672977,Off-Peak Hours,Low
260,2011-01-12,6,0,1,1,0.12,0.93,0.1343,16,12,1,3,1162,Weekday,0.013769363166953529,Off-Peak Hours,Low
261,2011-01-12,7,0,1,1,0.14,0.69,0.1343,54,12,1,3,1162,Weekday,0.04647160068846816,Peak Hours,Low
262,2011-01-12,8,0,1,1,0.16,0.59,0.1642,128,12,1,3,1162,Weekday,0.11015490533562823,Peak Hours,Low
263,2011-01-12,9,0,1,1,0.16,0.59,0.3284,81,12,1,3,1162,Weekday,0.06970740103270223,Peak Hours,Low
264,2011-01-12,10,0,1,1,0.18,0.55,0.2239,39,12,1,3,1162,Weekday,0.03356282271944923,Off-Peak Hours,Low
265,2011-01-12,11,0,1,1,0.2,0.51,0.3881,35,12,1,3,1162,Weekday,0.030120481927710843,Off-Peak Hours,Low
266,2011-01-12,12,0,1,1,0.2,0.47,0.5821,55,12,1,3,1162,Weekday,0.047332185886402756,Off-Peak Hours,Low
267,2011-01-12,13,0,1,1,0.22,0.44,0.3582,49,12,1,3,1162,Weekday,0.04216867469879518,Off-Peak Hours,Low
268,2011-01-12,14,0,1,1,0.2,0.47,0.3284,44,12,1,3,1162,Weekday,0.0378657487091222,Off-Peak Hours,Low
269,2011-01-12,15,0,1,1,0.2,0.47,0.4179,49,12,1,3,1162,Weekday,0.04216867469879518,Off-Peak Hours,Low
270,2011-01-12,16,0,1,1,0.22,0.44,0.3284,68,12,1,3,1162,Weekday,0.058519793459552494,Off-Peak Hours,Low
271,2011-01-12,17,0,1,1,0.2,0.47,0.3582,139,12,1,3,1162,Weekday,0.11962134251290878,Peak Hours,Low
272,2011-01-12,18,0,1,1,0.2,0.47,0.5224,137,12,1,3,1162,Weekday,0.11790017211703958,Peak Hours,Low
273,2011-01-12,19,0,1,1,0.18,0.47,0.4179,83,12,1,3,1162,Weekday,0.07142857142857142,Peak Hours,Low
274,2011-01-12,20,0,1,1,0.16,0.5,0.3284,56,12,1,3,1162,Weekday,0.04819277108433735,Off-Peak Hours,Low
275,2011-01-12,21,0,1,1,0.16,0.55,0.3284,57,12,1,3,1162,Weekday,0.04905335628227195,Off-Peak Hours,Low
276,2011-01-12,22,0,1,1,0.16,0.55,0.4478,33,12,1,3,1162,Weekday,0.028399311531841654,Off-Peak Hours,Low
277,2011-01-12,23,0,1,1,0.14,0.59,0.4179,20,12,1,3,1162,Weekday,0.01721170395869191,Off-Peak Hours,Low
278,2011-01-13,0,0,1,1,0.14,0.59,0.2836,7,13,1,4,1406,Weekday,0.004978662873399715,Off-Peak Hours,Low
279,2011-01-13,1,0,1,1,0.14,0.5,0.2836,2,13,1,4,1406,Weekday,0.001422475106685633,Off-Peak Hours,Low
280,2011-01-13,2,0,1,1,0.14,0.5,0.3582,2,13,1,4,1406,Weekday,0.001422475106685633,Off-Peak Hours,Low
281,2011-01-13,3,0,1,1,0.14,0.5,0.3284,3,13,1,4,1406,Weekday,0.0021337126600284497,Off-Peak Hours,Low
282,2011-01-13,4,0,1,1,0.14,0.5,0.2537,4,13,1,4,1406,Weekday,0.002844950213371266,Off-Peak Hours,Low
283,2011-01-13,5,0,1,1,0.14,0.5,0.2985,3,13,1,4,1406,Weekday,0.0021337126600284497,Off-Peak Hours,Low
284,2011-01-13,6,0,1,1,0.12,0.54,0.1343,28,13,1,4,1406,Weekday,0.01991465149359886,Off-Peak Hours,Low
285,2011-01-13,7,0,1,1,0.12,0.54,0.1343,72,13,1,4,1406,Weekday,0.051209103840682786,Peak Hours,Low
286,2011-01-13,8,0,1,1,0.14,0.5,0.194,202,13,1,4,1406,Weekday,0.14366998577524892,Peak Hours,Low
287,2011-01-13,9,0,1,1,0.14,0.5,0.3284,139,13,1,4,1406,Weekday,0.09886201991465149,Peak Hours,Low
288,2011-01-13,10,0,1,2,0.16,0.5,0.3582,38,13,1,4,1406,Weekday,0.02702702702702703,Off-Peak Hours,Low
289,2011-01-13,11,0,1,2,0.2,0.44,0.4478,37,13,1,4,1406,Weekday,0.02631578947368421,Off-Peak Hours,Low
290,2011-01-13,12,0,1,1,0.2,0.44,0.4179,52,13,1,4,1406,Weekday,0.03698435277382646,Off-Peak Hours,Low
291,2011-01-13,13,0,1,1,0.22,0.41,0.4478,83,13,1,4,1406,Weekday,0.05903271692745377,Off-Peak Hours,Low
292,2011-01-13,14,0,1,1,0.22,0.41,0.3881,42,13,1,4,1406,Weekday,0.029871977240398292,Off-Peak Hours,Low
293,2011-01-13,15,0,1,1,0.24,0.38,0.2985,60,13,1,4,1406,Weekday,0.04267425320056899,Off-Peak Hours,Low
294,2011-01-13,16,0,1,1,0.24,0.38,0.3582,78,13,1,4,1406,Weekday,0.05547652916073969,Off-Peak Hours,Low
295,2011-01-13,17,0,1,1,0.2,0.4,0.2836,162,13,1,4,1406,Weekday,0.11522048364153627,Peak Hours,Low
296,2011-01-13,18,0,1,1,0.2,0.4,0.3284,144,13,1,4,1406,Weekday,0.10241820768136557,Peak Hours,Low
297,2011-01-13,19,0,1,1,0.16,0.47,0.2537,99,13,1,4,1406,Weekday,0.07041251778093884,Peak Hours,Low
298,2011-01-13,20,0,1,1,0.16,0.47,0.2239,64,13,1,4,1406,Weekday,0.04551920341394026,Off-Peak Hours,Low
299,2011-01-13,21,0,1,1,0.14,0.46,0.2985,40,13,1,4,1406,Weekday,0.02844950213371266,Off-Peak Hours,Low
300,2011-01-13,22,0,1,1,0.14,0.46,0.3284,30,13,1,4,1406,Weekday,0.021337126600284494,Off-Peak Hours,Low
301,2011-01-13,23,0,1,1,0.12,0.5,0.194,15,13,1,4,1406,Weekday,0.010668563300142247,Off-Peak Hours,Low
302,2011-01-14,0,0,1,1,0.12,0.5,0.194,14,14,1,5,1421,Weekday,0.009852216748768473,Off-Peak Hours,Low
303,2011-01-14,1,0,1,1,0.1,0.54,0.1642,5,14,1,5,1421,Weekday,0.003518648838845883,Off-Peak Hours,Low
304,2011-01-14,2,0,1,1,0.1,0.54,0.1343,1,14,1,5,1421,Weekday,0.0007037297677691766,Off-Peak Hours,Low
305,2011-01-14,3,0,1,1,0.1,0.54,0.1045,1,14,1,5,1421,Weekday,0.0007037297677691766,Off-Peak Hours,Low
306,2011-01-14,5,0,1,1,0.1,0.54,0.0896,8,14,1,5,1421,Weekday,0.005629838142153413,Off-Peak Hours,Low
307,2011-01-14,6,0,1,1,0.1,0.54,0.0,17,14,1,5,1421,Weekday,0.011963406052076003,Off-Peak Hours,Low
308,2011-01-14,7,0,1,1,0.1,0.74,0.1642,70,14,1,5,1421,Weekday,0.04926108374384237,Peak Hours,Low
309,2011-01-14,8,0,1,1,0.12,0.68,0.0,158,14,1,5,1421,Weekday,0.11118930330752991,Peak Hours,Low
310,2011-01-14,9,0,1,1,0.14,0.69,0.1343,117,14,1,5,1421,Weekday,0.08233638282899367,Peak Hours,Low
311,2011-01-14,10,0,1,1,0.18,0.55,0.194,44,14,1,5,1421,Weekday,0.03096410978184377,Off-Peak Hours,Low
312,2011-01-14,11,0,1,1,0.18,0.51,0.2836,53,14,1,5,1421,Weekday,0.03729767769176636,Off-Peak Hours,Low
313,2011-01-14,12,0,1,1,0.2,0.44,0.2537,61,14,1,5,1421,Weekday,0.04292751583391977,Off-Peak Hours,Low
314,2011-01-14,13,0,1,1,0.22,0.37,0.3881,77,14,1,5,1421,Weekday,0.054187192118226604,Off-Peak Hours,Low
315,2011-01-14,14,0,1,1,0.22,0.41,0.2836,64,14,1,5,1421,Weekday,0.045038705137227304,Off-Peak Hours,Low
316,2011-01-14,15,0,1,1,0.24,0.38,0.1642,68,14,1,5,1421,Weekday,0.04785362420830401,Off-Peak Hours,Low
317,2011-01-14,16,0,1,1,0.22,0.41,0.1045,90,14,1,5,1421,Weekday,0.0633356790992259,Off-Peak Hours,Low
318,2011-01-14,17,0,1,1,0.22,0.41,0.1642,159,14,1,5,1421,Weekday,0.11189303307529909,Peak Hours,Low
319,2011-01-14,18,0,1,1,0.2,0.47,0.0,139,14,1,5,1421,Weekday,0.09781843771991555,Peak Hours,Low
320,2011-01-14,19,0,1,1,0.16,0.59,0.0896,92,14,1,5,1421,Weekday,0.06474313863476425,Peak Hours,Low
321,2011-01-14,20,0,1,1,0.18,0.59,0.0,68,14,1,5,1421,Weekday,0.04785362420830401,Off-Peak Hours,Low
322,2011-01-14,21,0,1,1,0.16,0.69,0.0,52,14,1,5,1421,Weekday,0.036593947923997186,Off-Peak Hours,Low
323,2011-01-14,22,0,1,2,0.16,0.69,0.0,36,14,1,5,1421,Weekday,0.025334271639690358,Off-Peak Hours,Low
324,2011-01-14,23,0,1,2,0.18,0.55,0.0,27,14,1,5,1421,Weekday,0.019000703729767768,Off-Peak Hours,Low
325,2011-01-15,0,0,0,1,0.18,0.55,0.0,28,15,1,6,1248,Weekend,0.022435897435897436,Off-Peak Hours,Low
326,2011-01-15,1,0,0,2,0.16,0.59,0.0896,20,15,1,6,1248,Weekend,0.016025641025641024,Off-Peak Hours,Low
327,2011-01-15,2,0,0,2,0.16,0.59,0.0896,12,15,1,6,1248,Weekend,0.009615384615384616,Off-Peak Hours,Low
328,2011-01-15,3,0,0,2,0.16,0.59,0.0,8,15,1,6,1248,Weekend,0.00641025641025641,Off-Peak Hours,Low
329,2011-01-15,4,0,0,2,0.16,0.59,0.0,5,15,1,6,1248,Weekend,0.004006410256410256,Off-Peak Hours,Low
330,2011-01-15,5,0,0,1,0.16,0.59,0.0,1,15,1,6,1248,Weekend,0.0008012820512820513,Off-Peak Hours,Low
331,2011-01-15,6,0,0,1,0.14,0.63,0.1045,3,15,1,6,1248,Weekend,0.002403846153846154,Off-Peak Hours,Low
332,2011-01-15,7,0,0,1,0.14,0.63,0.0,10,15,1,6,1248,Weekend,0.008012820512820512,Peak Hours,Low
333,2011-01-15,8,0,0,1,0.14,0.63,0.1343,23,15,1,6,1248,Weekend,0.01842948717948718,Peak Hours,Low
334,2011-01-15,9,0,0,1,0.16,0.64,0.1343,33,15,1,6,1248,Weekend,0.026442307692307692,Peak Hours,Low
335,2011-01-15,10,0,0,1,0.18,0.59,0.1642,59,15,1,6,1248,Weekend,0.047275641025641024,Off-Peak Hours,Low
336,2011-01-15,11,0,0,1,0.2,0.55,0.2239,72,15,1,6,1248,Weekend,0.057692307692307696,Off-Peak Hours,Low
337,2011-01-15,12,0,0,1,0.24,0.48,0.2239,89,15,1,6,1248,Weekend,0.07131410256410256,Off-Peak Hours,Low
338,2011-01-15,13,0,0,1,0.28,0.38,0.2985,101,15,1,6,1248,Weekend,0.08092948717948718,Off-Peak Hours,Low
339,2011-01-15,14,0,0,1,0.3,0.39,0.2836,118,15,1,6,1248,Weekend,0.09455128205128205,Off-Peak Hours,Low
340,2011-01-15,15,0,0,2,0.32,0.36,0.194,129,15,1,6,1248,Weekend,0.10336538461538461,Off-Peak Hours,Low
341,2011-01-15,16,0,0,2,0.34,0.34,0.194,128,15,1,6,1248,Weekend,0.10256410256410256,Off-Peak Hours,Medium
342,2011-01-15,17,0,0,2,0.32,0.36,0.2836,83,15,1,6,1248,Weekend,0.06650641025641026,Peak Hours,Low
343,2011-01-15,18,0,0,2,0.3,0.45,0.2537,84,15,1,6,1248,Weekend,0.0673076923076923,Peak Hours,Low
344,2011-01-15,19,0,0,2,0.32,0.39,0.2537,74,15,1,6,1248,Weekend,0.05929487179487179,Peak Hours,Low
345,2011-01-15,20,0,0,2,0.32,0.39,0.2537,41,15,1,6,1248,Weekend,0.032852564102564104,Off-Peak Hours,Low
346,2011-01-15,21,0,0,2,0.32,0.39,0.2239,57,15,1,6,1248,Weekend,0.04567307692307692,Off-Peak Hours,Low
347,2011-01-15,22,0,0,2,0.3,0.42,0.1045,26,15,1,6,1248,Weekend,0.020833333333333332,Off-Peak Hours,Low
348,2011-01-15,23,0,0,1,0.3,0.45,0.2836,44,15,1,6,1248,Weekend,0.035256410256410256,Off-Peak Hours,Low
349,2011-01-16,0,0,0,1,0.26,0.56,0.0,39,16,1,0,1204,Weekend,0.03239202657807309,Off-Peak Hours,Low
350,2011-01-16,1,0,0,1,0.26,0.56,0.1343,23,16,1,0,1204,Weekend,0.01910299003322259,Off-Peak Hours,Low
351,2011-01-16,2,0,0,1,0.26,0.56,0.0896,16,16,1,0,1204,Weekend,0.013289036544850499,Off-Peak Hours,Low
352,2011-01-16,3,0,0,1,0.22,0.69,0.0,15,16,1,0,1204,Weekend,0.012458471760797342,Off-Peak Hours,Low
353,2011-01-16,4,0,0,1,0.26,0.56,0.1642,1,16,1,0,1204,Weekend,0.0008305647840531562,Off-Peak Hours,Low
354,2011-01-16,5,0,0,2,0.26,0.56,0.1642,2,16,1,0,1204,Weekend,0.0016611295681063123,Off-Peak Hours,Low
355,2011-01-16,6,0,0,2,0.26,0.56,0.1642,1,16,1,0,1204,Weekend,0.0008305647840531562,Off-Peak Hours,Low
356,2011-01-16,7,0,0,2,0.24,0.56,0.2985,3,16,1,0,1204,Weekend,0.0024916943521594683,Peak Hours,Low
357,2011-01-16,8,0,0,1,0.22,0.55,0.2836,18,16,1,0,1204,Weekend,0.014950166112956811,Peak Hours,Low
358,2011-01-16,9,0,0,1,0.22,0.51,0.2537,32,16,1,0,1204,Weekend,0.026578073089700997,Peak Hours,Low
359,2011-01-16,10,0,0,1,0.22,0.51,0.2836,79,16,1,0,1204,Weekend,0.06561461794019934,Off-Peak Hours,Low
360,2011-01-16,11,0,0,1,0.24,0.44,0.2537,93,16,1,0,1204,Weekend,0.07724252491694353,Off-Peak Hours,Low
361,2011-01-16,12,0,0,1,0.24,0.41,0.2836,104,16,1,0,1204,Weekend,0.08637873754152824,Off-Peak Hours,Low
362,2011-01-16,13,0,0,1,0.26,0.35,0.2985,118,16,1,0,1204,Weekend,0.09800664451827243,Off-Peak Hours,Low
363,2011-01-16,14,0,0,1,0.28,0.36,0.2537,91,16,1,0,1204,Weekend,0.0755813953488372,Off-Peak Hours,Low
364,2011-01-16,15,0,0,1,0.26,0.38,0.2537,113,16,1,0,1204,Weekend,0.09385382059800665,Off-Peak Hours,Low
365,2011-01-16,16,0,0,1,0.24,0.38,0.2239,99,16,1,0,1204,Weekend,0.08222591362126246,Off-Peak Hours,Low
366,2011-01-16,17,0,0,1,0.22,0.37,0.2537,105,16,1,0,1204,Weekend,0.0872093023255814,Peak Hours,Low
367,2011-01-16,18,0,0,1,0.2,0.4,0.1642,67,16,1,0,1204,Weekend,0.05564784053156146,Peak Hours,Low
368,2011-01-16,19,0,0,1,0.18,0.47,0.1343,61,16,1,0,1204,Weekend,0.050664451827242524,Peak Hours,Low
369,2011-01-16,20,0,0,1,0.18,0.47,0.1642,57,16,1,0,1204,Weekend,0.0473421926910299,Off-Peak Hours,Low
370,2011-01-16,21,0,0,1,0.18,0.51,0.1642,28,16,1,0,1204,Weekend,0.023255813953488372,Off-Peak Hours,Low
371,2011-01-16,22,0,0,2,0.2,0.49,0.1343,21,16,1,0,1204,Weekend,0.01744186046511628,Off-Peak Hours,Low
372,2011-01-16,23,0,0,2,0.2,0.4,0.1045,18,16,1,0,1204,Weekend,0.014950166112956811,Off-Peak Hours,Low
373,2011-01-17,0,1,0,2,0.2,0.47,0.2239,17,17,1,1,1000,Weekday,0.017,Off-Peak Hours,Low
374,2011-01-17,1,1,0,2,0.2,0.44,0.194,16,17,1,1,1000,Weekday,0.016,Off-Peak Hours,Low
375,2011-01-17,2,1,0,2,0.18,0.43,0.2537,8,17,1,1,1000,Weekday,0.008,Off-Peak Hours,Low
376,2011-01-17,3,1,0,2,0.18,0.43,0.194,2,17,1,1,1000,Weekday,0.002,Off-Peak Hours,Low
377,2011-01-17,4,1,0,2,0.18,0.43,0.1343,3,17,1,1,1000,Weekday,0.003,Off-Peak Hours,Low
378,2011-01-17,5,1,0,2,0.18,0.43,0.1642,1,17,1,1,1000,Weekday,0.001,Off-Peak Hours,Low
379,2011-01-17,6,1,0,2,0.18,0.43,0.194,5,17,1,1,1000,Weekday,0.005,Off-Peak Hours,Low
380,2011-01-17,7,1,0,2,0.16,0.5,0.1343,13,17,1,1,1000,Weekday,0.013,Peak Hours,Low
381,2011-01-17,8,1,0,2,0.16,0.47,0.2239,33,17,1,1,1000,Weekday,0.033,Peak Hours,Low
382,2011-01-17,9,1,0,2,0.16,0.47,0.2239,47,17,1,1,1000,Weekday,0.047,Peak Hours,Low
383,2011-01-17,10,1,0,2,0.16,0.5,0.2537,57,17,1,1,1000,Weekday,0.057,Off-Peak Hours,Low
384,2011-01-17,11,1,0,2,0.16,0.55,0.194,64,17,1,1,1000,Weekday,0.064,Off-Peak Hours,Low
385,2011-01-17,12,1,0,2,0.18,0.47,0.1343,80,17,1,1,1000,Weekday,0.08,Off-Peak Hours,Low
386,2011-01-17,13,1,0,2,0.18,0.47,0.1343,93,17,1,1,1000,Weekday,0.093,Off-Peak Hours,Low
387,2011-01-17,14,1,0,2,0.18,0.43,0.1045,86,17,1,1,1000,Weekday,0.086,Off-Peak Hours,Low
388,2011-01-17,15,1,0,2,0.2,0.47,0.1642,93,17,1,1,1000,Weekday,0.093,Off-Peak Hours,Low
389,2011-01-17,16,1,0,2,0.2,0.47,0.1642,82,17,1,1,1000,Weekday,0.082,Off-Peak Hours,Low
390,2011-01-17,17,1,0,1,0.2,0.51,0.194,71,17,1,1,1000,Weekday,0.071,Peak Hours,Low
391,2011-01-17,18,1,0,2,0.18,0.55,0.2537,92,17,1,1,1000,Weekday,0.092,Peak Hours,Low
392,2011-01-17,19,1,0,3,0.18,0.59,0.194,60,17,1,1,1000,Weekday,0.06,Peak Hours,Low
393,2011-01-17,20,1,0,3,0.16,0.8,0.194,33,17,1,1,1000,Weekday,0.033,Off-Peak Hours,Low
394,2011-01-17,21,1,0,3,0.16,0.8,0.194,27,17,1,1,1000,Weekday,0.027,Off-Peak Hours,Low
395,2011-01-17,22,1,0,3,0.14,0.93,0.2537,13,17,1,1,1000,Weekday,0.013,Off-Peak Hours,Low
396,2011-01-17,23,1,0,3,0.16,0.86,0.2836,4,17,1,1,1000,Weekday,0.004,Off-Peak Hours,Low
397,2011-01-18,12,0,1,2,0.2,0.86,0.3284,3,18,1,2,683,Weekday,0.004392386530014641,Off-Peak Hours,Low
398,2011-01-18,13,0,1,2,0.2,0.86,0.2239,22,18,1,2,683,Weekday,0.032210834553440704,Off-Peak Hours,Low
399,2011-01-18,14,0,1,2,0.22,0.8,0.1642,28,18,1,2,683,Weekday,0.040995607613469986,Off-Peak Hours,Low
400,2011-01-18,15,0,1,2,0.22,0.87,0.1642,35,18,1,2,683,Weekday,0.05124450951683748,Off-Peak Hours,Low
401,2011-01-18,16,0,1,2,0.22,0.87,0.194,61,18,1,2,683,Weekday,0.08931185944363104,Off-Peak Hours,Low
402,2011-01-18,17,0,1,2,0.22,0.82,0.194,125,18,1,2,683,Weekday,0.18301610541727673,Peak Hours,Low
403,2011-01-18,18,0,1,2,0.22,0.8,0.1642,133,18,1,2,683,Weekday,0.19472913616398244,Peak Hours,Low
404,2011-01-18,19,0,1,2,0.22,0.8,0.1343,99,18,1,2,683,Weekday,0.14494875549048317,Peak Hours,Low
405,2011-01-18,20,0,1,2,0.22,0.87,0.0,83,18,1,2,683,Weekday,0.12152269399707175,Off-Peak Hours,Low
406,2011-01-18,21,0,1,2,0.22,0.93,0.1045,41,18,1,2,683,Weekday,0.060029282576866766,Off-Peak Hours,Low
407,2011-01-18,22,0,1,2,0.22,0.93,0.0896,33,18,1,2,683,Weekday,0.048316251830161056,Off-Peak Hours,Low
408,2011-01-18,23,0,1,2,0.22,0.93,0.0,20,18,1,2,683,Weekday,0.029282576866764276,Off-Peak Hours,Low
409,2011-01-19,0,0,1,2,0.22,0.93,0.0,3,19,1,3,1650,Weekday,0.0018181818181818182,Off-Peak Hours,Low
410,2011-01-19,1,0,1,3,0.22,0.93,0.1343,7,19,1,3,1650,Weekday,0.004242424242424243,Off-Peak Hours,Low
411,2011-01-19,2,0,1,3,0.22,0.93,0.1343,3,19,1,3,1650,Weekday,0.0018181818181818182,Off-Peak Hours,Low
412,2011-01-19,4,0,1,3,0.22,0.93,0.1343,2,19,1,3,1650,Weekday,0.0012121212121212121,Off-Peak Hours,Low
413,2011-01-19,5,0,1,2,0.22,0.93,0.0896,7,19,1,3,1650,Weekday,0.004242424242424243,Off-Peak Hours,Low
414,2011-01-19,6,0,1,2,0.22,0.93,0.0896,32,19,1,3,1650,Weekday,0.019393939393939394,Off-Peak Hours,Low
415,2011-01-19,7,0,1,2,0.24,0.92,0.1045,90,19,1,3,1650,Weekday,0.05454545454545454,Peak Hours,Low
416,2011-01-19,8,0,1,2,0.24,0.93,0.1045,197,19,1,3,1650,Weekday,0.1193939393939394,Peak Hours,Low
417,2011-01-19,9,0,1,2,0.24,0.93,0.1045,109,19,1,3,1650,Weekday,0.06606060606060606,Peak Hours,Low
